Freq.	V(vout2)
2.02768271952114e+03	(3.27512164498648e-01dB,-6.79850626532486e+00°)
2.03235701093608e+03	(3.29041254777979e-01dB,-6.81545827726812e+00°)
2.03704207770558e+03	(3.30577557955337e-01dB,-6.83245864653783e+00°)
2.04173794466939e+03	(3.32121108750266e-01dB,-6.84950755395451e+00°)
2.04644463672453e+03	(3.33671942055356e-01dB,-6.86660518129840e+00°)
2.05116217882542e+03	(3.35230092937270e-01dB,-6.88375171131582e+00°)
2.05589059598400e+03	(3.36795596637550e-01dB,-6.90094732772606e+00°)
2.06062991326986e+03	(3.38368488573610e-01dB,-6.91819221522831e+00°)
2.06538015581038e+03	(3.39948804339653e-01dB,-6.93548655950844e+00°)
2.07014134879090e+03	(3.41536579707529e-01dB,-6.95283054724625e+00°)
2.07491351745476e+03	(3.43131850627783e-01dB,-6.97022436612214e+00°)
2.07969668710355e+03	(3.44734653230530e-01dB,-6.98766820482444e+00°)
2.08449088309714e+03	(3.46345023826395e-01dB,-7.00516225305645e+00°)
2.08929613085389e+03	(3.47962998907507e-01dB,-7.02270670154375e+00°)
2.09411245585074e+03	(3.49588615148413e-01dB,-7.04030174204136e+00°)
2.09893988362338e+03	(3.51221909407083e-01dB,-7.05794756734114e+00°)
2.10377843976633e+03	(3.52862918725834e-01dB,-7.07564437127920e+00°)
2.10862814993314e+03	(3.54511680332342e-01dB,-7.09339234874330e+00°)
2.11348903983650e+03	(3.56168231640595e-01dB,-7.11119169568041e+00°)
2.11836113524835e+03	(3.57832610251908e-01dB,-7.12904260910427e+00°)
2.12324446200007e+03	(3.59504853955858e-01dB,-7.14694528710315e+00°)
2.12813904598256e+03	(3.61185000731355e-01dB,-7.16489992884729e+00°)
2.13304491314642e+03	(3.62873088747568e-01dB,-7.18290673459708e+00°)
2.13796208950208e+03	(3.64569156364998e-01dB,-7.20096590571057e+00°)
2.14289060111991e+03	(3.66273242136432e-01dB,-7.21907764465156e+00°)
2.14783047413038e+03	(3.67985384808010e-01dB,-7.23724215499751e+00°)
2.15278173472422e+03	(3.69705623320220e-01dB,-7.25545964144764e+00°)
2.15774440915251e+03	(3.71433996808928e-01dB,-7.27373030983109e+00°)
2.16271852372687e+03	(3.73170544606436e-01dB,-7.29205436711496e+00°)
2.16770410481954e+03	(3.74915306242500e-01dB,-7.31043202141275e+00°)
2.17270117886359e+03	(3.76668321445390e-01dB,-7.32886348199257e+00°)
2.17770977235300e+03	(3.78429630142930e-01dB,-7.34734895928563e+00°)
2.18272991184285e+03	(3.80199272463591e-01dB,-7.36588866489465e+00°)
2.18776162394940e+03	(3.81977288737497e-01dB,-7.38448281160253e+00°)
2.19280493535029e+03	(3.83763719497544e-01dB,-7.40313161338079e+00°)
2.19785987278467e+03	(3.85558605480485e-01dB,-7.42183528539841e+00°)
2.20292646305330e+03	(3.87361987627953e-01dB,-7.44059404403062e+00°)
2.20800473301874e+03	(3.89173907087611e-01dB,-7.45940810686770e+00°)
2.21309470960548e+03	(3.90994405214233e-01dB,-7.47827769272387e+00°)
2.21819641980006e+03	(3.92823523570773e-01dB,-7.49720302164645e+00°)
2.22330989065124e+03	(3.94661303929505e-01dB,-7.51618431492475e+00°)
2.22843514927014e+03	(3.96507788273147e-01dB,-7.53522179509943e+00°)
2.23357222283037e+03	(3.98363018795926e-01dB,-7.55431568597162e+00°)
2.23872113856818e+03	(4.00227037904775e-01dB,-7.57346621261229e+00°)
2.24388192378260e+03	(4.02099888220413e-01dB,-7.59267360137169e+00°)
2.24905460583562e+03	(4.03981612578508e-01dB,-7.61193807988882e+00°)
2.25423921215227e+03	(4.05872254030812e-01dB,-7.63125987710099e+00°)
2.25943577022081e+03	(4.07771855846315e-01dB,-7.65063922325352e+00°)
2.26464430759290e+03	(4.09680461512429e-01dB,-7.67007634990939e+00°)
2.26986485188366e+03	(4.11598114736098e-01dB,-7.68957148995930e+00°)
2.27509743077191e+03	(4.13524859445025e-01dB,-7.70912487763137e+00°)
2.28034207200025e+03	(4.15460739788803e-01dB,-7.72873674850123e+00°)
2.28559880337526e+03	(4.17405800140148e-01dB,-7.74840733950207e+00°)
2.29086765276761e+03	(4.19360085096055e-01dB,-7.76813688893498e+00°)
2.29614864811220e+03	(4.21323639478983e-01dB,-7.78792563647905e+00°)
2.30144181740834e+03	(4.23296508338127e-01dB,-7.80777382320181e+00°)
2.30674718871990e+03	(4.25278736950551e-01dB,-7.82768169156972e+00°)
2.31206479017543e+03	(4.27270370822434e-01dB,-7.84764948545873e+00°)
2.31739464996831e+03	(4.29271455690335e-01dB,-7.86767745016486e+00°)
2.32273679635694e+03	(4.31282037522355e-01dB,-7.88776583241502e+00°)
2.32809125766484e+03	(4.33302162519421e-01dB,-7.90791488037780e+00°)
2.33345806228083e+03	(4.35331877116549e-01dB,-7.92812484367440e+00°)
2.33883723865918e+03	(4.37371227984028e-01dB,-7.94839597338982e+00°)
2.34422881531975e+03	(4.39420262028737e-01dB,-7.96872852208370e+00°)
2.34963282084814e+03	(4.41479026395405e-01dB,-7.98912274380191e+00°)
2.35504928389584e+03	(4.43547568467862e-01dB,-8.00957889408760e+00°)
2.36047823318040e+03	(4.45625935870334e-01dB,-8.03009722999281e+00°)
2.36591969748558e+03	(4.47714176468740e-01dB,-8.05067801008995e+00°)
2.37137370566148e+03	(4.49812338371960e-01dB,-8.07132149448341e+00°)
2.37684028662470e+03	(4.51920469933172e-01dB,-8.09202794482143e+00°)
2.38231946935851e+03	(4.54038619751133e-01dB,-8.11279762430783e+00°)
2.38781128291300e+03	(4.56166836671505e-01dB,-8.13363079771411e+00°)
2.39331575640521e+03	(4.58305169788186e-01dB,-8.15452773139143e+00°)
2.39883291901931e+03	(4.60453668444641e-01dB,-8.17548869328278e+00°)
2.40436280000676e+03	(4.62612382235221e-01dB,-8.19651395293541e+00°)
2.40990542868642e+03	(4.64781361006537e-01dB,-8.21760378151314e+00°)
2.41546083444476e+03	(4.66960654858807e-01dB,-8.23875845180884e+00°)
2.42102904673600e+03	(4.69150314147205e-01dB,-8.25997823825717e+00°)
2.42661009508224e+03	(4.71350389483233e-01dB,-8.28126341694730e+00°)
2.43220400907364e+03	(4.73560931736111e-01dB,-8.30261426563580e+00°)
2.43781081836857e+03	(4.75781992034148e-01dB,-8.32403106375960e+00°)
2.44343055269379e+03	(4.78013621766138e-01dB,-8.34551409244903e+00°)
2.44906324184456e+03	(4.80255872582758e-01dB,-8.36706363454125e+00°)
2.45470891568485e+03	(4.82508796397990e-01dB,-8.38867997459339e+00°)
2.46036760414744e+03	(4.84772445390513e-01dB,-8.41036339889614e+00°)
2.46603933723416e+03	(4.87046872005138e-01dB,-8.43211419548736e+00°)
2.47172414501595e+03	(4.89332128954237e-01dB,-8.45393265416571e+00°)
2.47742205763310e+03	(4.91628269219182e-01dB,-8.47581906650464e+00°)
2.48313310529538e+03	(4.93935346051799e-01dB,-8.49777372586622e+00°)
2.48885731828220e+03	(4.96253412975810e-01dB,-8.51979692741535e+00°)
2.49459472694277e+03	(4.98582523788296e-01dB,-8.54188896813405e+00°)
2.50034536169624e+03	(5.00922732561196e-01dB,-8.56405014683560e+00°)
2.50610925303193e+03	(5.03274093642733e-01dB,-8.58628076417944e+00°)
2.51188643150939e+03	(5.05636661658940e-01dB,-8.60858112268543e+00°)
2.51767692775867e+03	(5.08010491515162e-01dB,-8.63095152674880e+00°)
2.52348077248038e+03	(5.10395638397530e-01dB,-8.65339228265514e+00°)
2.52929799644595e+03	(5.12792157774482e-01dB,-8.67590369859533e+00°)
2.53512863049772e+03	(5.15200105398296e-01dB,-8.69848608468076e+00°)
2.54097270554911e+03	(5.17619537306607e-01dB,-8.72113975295877e+00°)
2.54683025258485e+03	(5.20050509823927e-01dB,-8.74386501742810e+00°)
2.55270130266105e+03	(5.22493079563244e-01dB,-8.76666219405437e+00°)
2.55858588690545e+03	(5.24947303427514e-01dB,-8.78953160078613e+00°)
2.56448403651752e+03	(5.27413238611238e-01dB,-8.81247355757059e+00°)
2.57039578276867e+03	(5.29890942602062e-01dB,-8.83548838636972e+00°)
2.57632115700238e+03	(5.32380473182327e-01dB,-8.85857641117665e+00°)
2.58226019063440e+03	(5.34881888430670e-01dB,-8.88173795803179e+00°)
2.58821291515290e+03	(5.37395246723604e-01dB,-8.90497335503962e+00°)
2.59417936211862e+03	(5.39920606737135e-01dB,-8.92828293238528e+00°)
2.60015956316507e+03	(5.42458027448377e-01dB,-8.95166702235138e+00°)
2.60615354999870e+03	(5.45007568137167e-01dB,-8.97512595933513e+00°)
2.61216135439901e+03	(5.47569288387700e-01dB,-8.99866007986545e+00°)
2.61818300821879e+03	(5.50143248090159e-01dB,-9.02226972262030e+00°)
2.62421854338424e+03	(5.52729507442374e-01dB,-9.04595522844432e+00°)
2.63026799189518e+03	(5.55328126951465e-01dB,-9.06971694036636e+00°)
2.63633138582518e+03	(5.57939167435546e-01dB,-9.09355520361737e+00°)
2.64240875732175e+03	(5.60562690025330e-01dB,-9.11747036564846e+00°)
2.64850013860650e+03	(5.63198756165884e-01dB,-9.14146277614910e+00°)
2.65460556197534e+03	(5.65847427618288e-01dB,-9.16553278706539e+00°)
2.66072505979861e+03	(5.68508766461301e-01dB,-9.18968075261883e+00°)
2.66685866452128e+03	(5.71182835093166e-01dB,-9.21390702932471e+00°)
2.67300640866311e+03	(5.73869696233239e-01dB,-9.23821197601130e+00°)
2.67916832481883e+03	(5.76569412923762e-01dB,-9.26259595383885e+00°)
2.68534444565830e+03	(5.79282048531575e-01dB,-9.28705932631884e+00°)
2.69153480392671e+03	(5.82007666749897e-01dB,-9.31160245933345e+00°)
2.69773943244471e+03	(5.84746331600050e-01dB,-9.33622572115520e+00°)
2.70395836410864e+03	(5.87498107433251e-01dB,-9.36092948246688e+00°)
2.71019163189064e+03	(5.90263058932352e-01dB,-9.38571411638144e+00°)
2.71643926883887e+03	(5.93041251113661e-01dB,-9.41057999846231e+00°)
2.72270130807770e+03	(5.95832749328713e-01dB,-9.43552750674385e+00°)
2.72897778280783e+03	(5.98637619266078e-01dB,-9.46055702175194e+00°)
2.73526872630650e+03	(6.01455926953170e-01dB,-9.48566892652478e+00°)
2.74157417192767e+03	(6.04287738758056e-01dB,-9.51086360663398e+00°)
2.74789415310219e+03	(6.07133121391327e-01dB,-9.53614145020572e+00°)
2.75422870333795e+03	(6.09992141907909e-01dB,-9.56150284794234e+00°)
2.76057785622013e+03	(6.12864867708885e-01dB,-9.58694819314389e+00°)
2.76694164541130e+03	(6.15751366543395e-01dB,-9.61247788173002e+00°)
2.77332010465163e+03	(6.18651706510522e-01dB,-9.63809231226210e+00°)
2.77971326775907e+03	(6.21565956061101e-01dB,-9.66379188596538e+00°)
2.78612116862956e+03	(6.24494183999664e-01dB,-9.68957700675191e+00°)
2.79254384123712e+03	(6.27436459486298e-01dB,-9.71544808124282e+00°)
2.79898131963415e+03	(6.30392852038597e-01dB,-9.74140551879157e+00°)
2.80543363795150e+03	(6.33363431533547e-01dB,-9.76744973150705e+00°)
2.81190083039872e+03	(6.36348268209429e-01dB,-9.79358113427718e+00°)
2.81838293126424e+03	(6.39347432667820e-01dB,-9.81980014479232e+00°)
2.82487997491549e+03	(6.42360995875459e-01dB,-9.84610718356945e+00°)
2.83139199579916e+03	(6.45389029166276e-01dB,-9.87250267397602e+00°)
2.83791902844134e+03	(6.48431604243299e-01dB,-9.89898704225475e+00°)
2.84446110744770e+03	(6.51488793180659e-01dB,-9.92556071754772e+00°)
2.85101826750369e+03	(6.54560668425562e-01dB,-9.95222413192180e+00°)
2.85759054337473e+03	(6.57647302800289e-01dB,-9.97897772039328e+00°)
2.86417796990636e+03	(6.60748769504178e-01dB,-1.00058219209537e+01°)
2.87078058202447e+03	(6.63865142115681e-01dB,-1.00327571745952e+01°)
2.87739841473545e+03	(6.66996494594328e-01dB,-1.00597839253365e+01°)
2.88403150312638e+03	(6.70142901282808e-01dB,-1.00869026202489e+01°)
2.89067988236525e+03	(6.73304436908996e-01dB,-1.01141137094830e+01°)
2.89734358770110e+03	(6.76481176587968e-01dB,-1.01414176462953e+01°)
2.90402265446422e+03	(6.79673195824139e-01dB,-1.01688148870749e+01°)
2.91071711806638e+03	(6.82880570513265e-01dB,-1.01963058913711e+01°)
2.91742701400094e+03	(6.86103376944544e-01dB,-1.02238911219205e+01°)
2.92415237784311e+03	(6.89341691802716e-01dB,-1.02515710446753e+01°)
2.93089324525009e+03	(6.92595592170176e-01dB,-1.02793461288309e+01°)
2.93764965196130e+03	(6.95865155529045e-01dB,-1.03072168468546e+01°)
2.94442163379853e+03	(6.99150459763302e-01dB,-1.03351836745138e+01°)
2.95120922666616e+03	(7.02451583160963e-01dB,-1.03632470909057e+01°)
2.95801246655131e+03	(7.05768604416143e-01dB,-1.03914075784856e+01°)
2.96483138952411e+03	(7.09101602631255e-01dB,-1.04196656230972e+01°)
2.97166603173779e+03	(7.12450657319158e-01dB,-1.04480217140021e+01°)
2.97851642942896e+03	(7.15815848405314e-01dB,-1.04764763439100e+01°)
2.98538261891773e+03	(7.19197256229981e-01dB,-1.05050300090090e+01°)
2.99226463660795e+03	(7.22594961550399e-01dB,-1.05336832089969e+01°)
2.99916251898742e+03	(7.26009045542984e-01dB,-1.05624364471114e+01°)
3.00607630262799e+03	(7.29439589805523e-01dB,-1.05912902301625e+01°)
3.01300602418588e+03	(7.32886676359409e-01dB,-1.06202450685636e+01°)
3.01995172040178e+03	(7.36350387651850e-01dB,-1.06493014763635e+01°)
3.02691342810107e+03	(7.39830806558141e-01dB,-1.06784599712795e+01°)
3.03389118419403e+03	(7.43328016383850e-01dB,-1.07077210747292e+01°)
3.04088502567604e+03	(7.46842100867130e-01dB,-1.07370853118643e+01°)
3.04789498962774e+03	(7.50373144180957e-01dB,-1.07665532116036e+01°)
3.05492111321527e+03	(7.53921230935378e-01dB,-1.07961253066673e+01°)
3.06196343369043e+03	(7.57486446179865e-01dB,-1.08258021336102e+01°)
3.06902198839091e+03	(7.61068875405535e-01dB,-1.08555842328571e+01°)
3.07609681474046e+03	(7.64668604547478e-01dB,-1.08854721487373e+01°)
3.08318795024911e+03	(7.68285719987089e-01dB,-1.09154664295195e+01°)
3.09029543251334e+03	(7.71920308554359e-01dB,-1.09455676274480e+01°)
3.09741929921633e+03	(7.75572457530211e-01dB,-1.09757762987779e+01°)
3.10455958812811e+03	(7.79242254648854e-01dB,-1.10060930038123e+01°)
3.11171633710577e+03	(7.82929788100113e-01dB,-1.10365183069382e+01°)
3.11888958409369e+03	(7.86635146531777e-01dB,-1.10670527766640e+01°)
3.12607936712371e+03	(7.90358419052004e-01dB,-1.10976969856572e+01°)
3.13328572431534e+03	(7.94099695231649e-01dB,-1.11284515107816e+01°)
3.14050869387597e+03	(7.97859065106679e-01dB,-1.11593169331365e+01°)
3.14774831410106e+03	(8.01636619180552e-01dB,-1.11902938380946e+01°)
3.15500462337437e+03	(8.05432448426605e-01dB,-1.12213828153415e+01°)
3.16227766016813e+03	(8.09246644290492e-01dB,-1.12525844589152e+01°)
3.16956746304324e+03	(8.13079298692581e-01dB,-1.12838993672461e+01°)
3.17687407064952e+03	(8.16930504030375e-01dB,-1.13153281431972e+01°)
3.18419752172587e+03	(8.20800353180961e-01dB,-1.13468713941050e+01°)
3.19153785510051e+03	(8.24688939503461e-01dB,-1.13785297318207e+01°)
3.19889510969114e+03	(8.28596356841446e-01dB,-1.14103037727520e+01°)
3.20626932450521e+03	(8.32522699525416e-01dB,-1.14421941379051e+01°)
3.21366053864006e+03	(8.36468062375275e-01dB,-1.14742014529276e+01°)
3.22106879128318e+03	(8.40432540702805e-01dB,-1.15063263481508e+01°)
3.22849412171238e+03	(8.44416230314109e-01dB,-1.15385694586342e+01°)
3.23593656929602e+03	(8.48419227512164e-01dB,-1.15709314242088e+01°)
3.24339617349323e+03	(8.52441629099254e-01dB,-1.16034128895216e+01°)
3.25087297385408e+03	(8.56483532379516e-01dB,-1.16360145040810e+01°)
3.25836701001983e+03	(8.60545035161431e-01dB,-1.16687369223016e+01°)
3.26587832172309e+03	(8.64626235760378e-01dB,-1.17015808035505e+01°)
3.27340694878812e+03	(8.68727233001072e-01dB,-1.17345468121939e+01°)
3.28095293113093e+03	(8.72848126220201e-01dB,-1.17676356176434e+01°)
3.28851630875957e+03	(8.76989015268908e-01dB,-1.18008478944039e+01°)
3.29609712177431e+03	(8.81150000515336e-01dB,-1.18341843221216e+01°)
3.30369541036788e+03	(8.85331182847173e-01dB,-1.18676455856321e+01°)
3.31131121482564e+03	(8.89532663674244e-01dB,-1.19012323750098e+01°)
3.31894457552584e+03	(8.93754544931040e-01dB,-1.19349453856172e+01°)
3.32659553293978e+03	(8.97996929079327e-01dB,-1.19687853181549e+01°)
3.33426412763208e+03	(9.02259919110639e-01dB,-1.20027528787126e+01°)
3.34195040026087e+03	(9.06543618548954e-01dB,-1.20368487788200e+01°)
3.34965439157801e+03	(9.10848131453219e-01dB,-1.20710737354986e+01°)
3.35737614242927e+03	(9.15173562419948e-01dB,-1.21054284713142e+01°)
3.36511569375463e+03	(9.19520016585823e-01dB,-1.21399137144294e+01°)
3.37287308658841e+03	(9.23887599630310e-01dB,-1.21745301986575e+01°)
3.38064836205954e+03	(9.28276417778224e-01dB,-1.22092786635166e+01°)
3.38844156139175e+03	(9.32686577802366e-01dB,-1.22441598542838e+01°)
3.39625272590381e+03	(9.37118187026124e-01dB,-1.22791745220511e+01°)
3.40408189700973e+03	(9.41571353326049e-01dB,-1.23143234237808e+01°)
3.41192911621901e+03	(9.46046185134582e-01dB,-1.23496073223624e+01°)
3.41979442513681e+03	(9.50542791442529e-01dB,-1.23850269866696e+01°)
3.42767786546422e+03	(9.55061281801784e-01dB,-1.24205831916180e+01°)
3.43557947899847e+03	(9.59601766327938e-01dB,-1.24562767182236e+01°)
3.44349930763310e+03	(9.64164355702883e-01dB,-1.24921083536621e+01°)
3.45143739335828e+03	(9.68749161177440e-01dB,-1.25280788913283e+01°)
3.45939377826094e+03	(9.73356294574003e-01dB,-1.25641891308970e+01°)
3.46736850452503e+03	(9.77985868289198e-01dB,-1.26004398783836e+01°)
3.47536161443177e+03	(9.82637995296451e-01dB,-1.26368319462061e+01°)
3.48337315035983e+03	(9.87312789148677e-01dB,-1.26733661532477e+01°)
3.49140315478557e+03	(9.92010363980883e-01dB,-1.27100433249201e+01°)
3.49945167028329e+03	(9.96730834512814e-01dB,-1.27468642932269e+01°)
3.50751873952539e+03	(1.00147431605157e+00dB,-1.27838298968288e+01°)
3.51560440528269e+03	(1.00624092449428e+00dB,-1.28209409811085e+01°)
3.52370871042458e+03	(1.01103077633068e+00dB,-1.28581983982374e+01°)
3.53183169791928e+03	(1.01584398864573e+00dB,-1.28956030072417e+01°)
3.53997341083405e+03	(1.02068067912233e+00dB,-1.29331556740707e+01°)
3.54813389233546e+03	(1.02554096604385e+00dB,-1.29708572716648e+01°)
3.55631318568956e+03	(1.03042496829679e+00dB,-1.30087086800247e+01°)
3.56451133426215e+03	(1.03533280537338e+00dB,-1.30467107862815e+01°)
3.57272838151899e+03	(1.04026459737424e+00dB,-1.30848644847674e+01°)
3.58096437102606e+03	(1.04522046501090e+00dB,-1.31231706770874e+01°)
3.58921934644975e+03	(1.05020052960847e+00dB,-1.31616302721913e+01°)
3.59749335155713e+03	(1.05520491310827e+00dB,-1.32002441864472e+01°)
3.60578643021613e+03	(1.06023373807030e+00dB,-1.32390133437157e+01°)
3.61409862639583e+03	(1.06528712767593e+00dB,-1.32779386754245e+01°)
3.62242998416669e+03	(1.07036520573044e+00dB,-1.33170211206444e+01°)
3.63078054770071e+03	(1.07546809666561e+00dB,-1.33562616261659e+01°)
3.63915036127177e+03	(1.08059592554223e+00dB,-1.33956611465765e+01°)
3.64753946925577e+03	(1.08574881805272e+00dB,-1.34352206443395e+01°)
3.65594791613094e+03	(1.09092690052362e+00dB,-1.34749410898732e+01°)
3.66437574647803e+03	(1.09613029991815e+00dB,-1.35148234616311e+01°)
3.67282300498054e+03	(1.10135914383873e+00dB,-1.35548687461831e+01°)
3.68128973642501e+03	(1.10661356052947e+00dB,-1.35950779382976e+01°)
3.68977598570120e+03	(1.11189367887870e+00dB,-1.36354520410250e+01°)
3.69828179780235e+03	(1.11719962842144e+00dB,-1.36759920657808e+01°)
3.70680721782545e+03	(1.12253153934183e+00dB,-1.37166990324320e+01°)
3.71535229097141e+03	(1.12788954247569e+00dB,-1.37575739693818e+01°)
3.72391706254537e+03	(1.13327376931283e+00dB,-1.37986179136575e+01°)
3.73250157795689e+03	(1.13868435199961e+00dB,-1.38398319109982e+01°)
3.74110588272022e+03	(1.14412142334123e+00dB,-1.38812170159442e+01°)
3.74973002245452e+03	(1.14958511680422e+00dB,-1.39227742919267e+01°)
3.75837404288413e+03	(1.15507556651872e+00dB,-1.39645048113592e+01°)
3.76703798983877e+03	(1.16059290728092e+00dB,-1.40064096557301e+01°)
3.77572190925384e+03	(1.16613727455535e+00dB,-1.40484899156955e+01°)
3.78442584717061e+03	(1.17170880447719e+00dB,-1.40907466911739e+01°)
3.79314984973650e+03	(1.17730763385455e+00dB,-1.41331810914419e+01°)
3.80189396320529e+03	(1.18293390017080e+00dB,-1.41757942352309e+01°)
3.81065823393741e+03	(1.18858774158672e+00dB,-1.42185872508246e+01°)
3.81944270840014e+03	(1.19426929694279e+00dB,-1.42615612761586e+01°)
3.82824743316790e+03	(1.19997870576136e+00dB,-1.43047174589198e+01°)
3.83707245492246e+03	(1.20571610824878e+00dB,-1.43480569566488e+01°)
3.84591782045321e+03	(1.21148164529762e+00dB,-1.43915809368416e+01°)
3.85478357665739e+03	(1.21727545848870e+00dB,-1.44352905770536e+01°)
3.86366977054036e+03	(1.22309769009316e+00dB,-1.44791870650050e+01°)
3.87257644921584e+03	(1.22894848307458e+00dB,-1.45232715986869e+01°)
3.88150365990615e+03	(1.23482798109090e+00dB,-1.45675453864686e+01°)
3.89045144994248e+03	(1.24073632849647e+00dB,-1.46120096472071e+01°)
3.89941986676510e+03	(1.24667367034395e+00dB,-1.46566656103564e+01°)
3.90840895792369e+03	(1.25264015238624e+00dB,-1.47015145160797e+01°)
3.91741877107750e+03	(1.25863592107831e+00dB,-1.47465576153619e+01°)
3.92644935399566e+03	(1.26466112357903e+00dB,-1.47917961701240e+01°)
3.93550075455744e+03	(1.27071590775300e+00dB,-1.48372314533383e+01°)
3.94457302075245e+03	(1.27680042217227e+00dB,-1.48828647491455e+01°)
3.95366620068094e+03	(1.28291481611797e+00dB,-1.49286973529733e+01°)
3.96278034255406e+03	(1.28905923958208e+00dB,-1.49747305716560e+01°)
3.97191549469406e+03	(1.29523384326893e+00dB,-1.50209657235554e+01°)
3.98107170553463e+03	(1.30143877859683e+00dB,-1.50674041386841e+01°)
3.99024902362108e+03	(1.30767419769950e+00dB,-1.51140471588294e+01°)
3.99944749761063e+03	(1.31394025342762e+00dB,-1.51608961376789e+01°)
4.00866717627269e+03	(1.32023709935012e+00dB,-1.52079524409479e+01°)
4.01790810848906e+03	(1.32656488975562e+00dB,-1.52552174465078e+01°)
4.02717034325425e+03	(1.33292377965361e+00dB,-1.53026925445173e+01°)
4.03645392967570e+03	(1.33931392477580e+00dB,-1.53503791375531e+01°)
4.04575891697408e+03	(1.34573548157715e+00dB,-1.53982786407446e+01°)
4.05508535448349e+03	(1.35218860723710e+00dB,-1.54463924819081e+01°)
4.06443329165178e+03	(1.35867345966047e+00dB,-1.54947221016844e+01°)
4.07380277804078e+03	(1.36519019747854e+00dB,-1.55432689536767e+01°)
4.08319386332657e+03	(1.37173898004988e+00dB,-1.55920345045911e+01°)
4.09260659729976e+03	(1.37831996746120e+00dB,-1.56410202343784e+01°)
4.10204102986572e+03	(1.38493332052810e+00dB,-1.56902276363777e+01°)
4.11149721104487e+03	(1.39157920079571e+00dB,-1.57396582174619e+01°)
4.12097519097295e+03	(1.39825777053931e+00dB,-1.57893134981849e+01°)
4.13047501990126e+03	(1.40496919276487e+00dB,-1.58391950129303e+01°)
4.13999674819695e+03	(1.41171363120942e+00dB,-1.58893043100629e+01°)
4.14954042634327e+03	(1.41849125034141e+00dB,-1.59396429520806e+01°)
4.15910610493986e+03	(1.42530221536100e+00dB,-1.59902125157694e+01°)
4.16869383470299e+03	(1.43214669220016e+00dB,-1.60410145923601e+01°)
4.17830366646586e+03	(1.43902484752280e+00dB,-1.60920507876862e+01°)
4.18793565117882e+03	(1.44593684872465e+00dB,-1.61433227223447e+01°)
4.19758983990971e+03	(1.45288286393322e+00dB,-1.61948320318583e+01°)
4.20726628384407e+03	(1.45986306200751e+00dB,-1.62465803668399e+01°)
4.21696503428546e+03	(1.46687761253770e+00dB,-1.62985693931587e+01°)
4.22668614265566e+03	(1.47392668584463e+00dB,-1.63508007921091e+01°)
4.23642966049504e+03	(1.48101045297935e+00dB,-1.64032762605810e+01°)
4.24619563946276e+03	(1.48812908572230e+00dB,-1.64559975112327e+01°)
4.25598413133706e+03	(1.49528275658262e+00dB,-1.65089662726657e+01°)
4.26579518801555e+03	(1.50247163879721e+00dB,-1.65621842896014e+01°)
4.27562886151549e+03	(1.50969590632961e+00dB,-1.66156533230610e+01°)
4.28548520397402e+03	(1.51695573386890e+00dB,-1.66693751505463e+01°)
4.29536426764850e+03	(1.52425129682833e+00dB,-1.67233515662240e+01°)
4.30526610491673e+03	(1.53158277134391e+00dB,-1.67775843811111e+01°)
4.31519076827727e+03	(1.53895033427279e+00dB,-1.68320754232640e+01°)
4.32513831034971e+03	(1.54635416319154e+00dB,-1.68868265379686e+01°)
4.33510878387491e+03	(1.55379443639423e+00dB,-1.69418395879338e+01°)
4.34510224171533e+03	(1.56127133289042e+00dB,-1.69971164534867e+01°)
4.35511873685530e+03	(1.56878503240297e+00dB,-1.70526590327709e+01°)
4.36515832240128e+03	(1.57633571536560e+00dB,-1.71084692419468e+01°)
4.37522105158214e+03	(1.58392356292048e+00dB,-1.71645490153943e+01°)
4.38530697774947e+03	(1.59154875691543e+00dB,-1.72209003059190e+01°)
4.39541615437786e+03	(1.59921147990106e+00dB,-1.72775250849598e+01°)
4.40554863506515e+03	(1.60691191512775e+00dB,-1.73344253427993e+01°)
4.41570447353274e+03	(1.61465024654238e+00dB,-1.73916030887782e+01°)
4.42588372362588e+03	(1.62242665878488e+00dB,-1.74490603515104e+01°)
4.43608643931393e+03	(1.63024133718459e+00dB,-1.75067991791023e+01°)
4.44631267469070e+03	(1.63809446775646e+00dB,-1.75648216393740e+01°)
4.45656248397464e+03	(1.64598623719698e+00dB,-1.76231298200839e+01°)
4.46683592150924e+03	(1.65391683287991e+00dB,-1.76817258291558e+01°)
4.47713304176323e+03	(1.66188644285184e+00dB,-1.77406117949088e+01°)
4.48745389933093e+03	(1.66989525582745e+00dB,-1.77997898662904e+01°)
4.49779854893248e+03	(1.67794346118458e+00dB,-1.78592622131122e+01°)
4.50816704541420e+03	(1.68603124895911e+00dB,-1.79190310262888e+01°)
4.51855944374883e+03	(1.69415880983943e+00dB,-1.79790985180799e+01°)
4.52897579903581e+03	(1.70232633516093e+00dB,-1.80394669223347e+01°)
4.53941616650163e+03	(1.71053401689995e+00dB,-1.81001384947405e+01°)
4.54988060150008e+03	(1.71878204766764e+00dB,-1.81611155130734e+01°)
4.56036915951256e+03	(1.72707062070352e+00dB,-1.82224002774528e+01°)
4.57088189614835e+03	(1.73539992986869e+00dB,-1.82839951105992e+01°)
4.58141886714493e+03	(1.74377016963887e+00dB,-1.83459023580946e+01°)
4.59198012836828e+03	(1.75218153509703e+00dB,-1.84081243886468e+01°)
4.60256573581315e+03	(1.76063422192584e+00dB,-1.84706635943566e+01°)
4.61317574560339e+03	(1.76912842639965e+00dB,-1.85335223909894e+01°)
