Time,V(vout),V(vout2)
0.0,0.0,9.257449e-17
0.0001,0.0,5.751214e-16
0.0001000000006677476,0.006677476,1.565844e-07
0.0001000000010357747,0.01035775,3.652364e-07
0.0001000000017718289,0.01771829,1.103005e-06
0.0001000000032439372,0.03243937,3.773012e-06
0.0001000000061881539,0.06188154,1.379635e-05
0.0001000000120765873,0.1207659,5.18498e-05
0.0001000000238534541,0.2385345,0.000194613
0.0001000000474071877,0.4740719,0.000614602
0.0001000000528925328,0.5289253,0.0007444223
0.000100000063863223,0.6386322,0.00106608
0.0001000000780586196,0.7805862,0.001549174
0.0001000001,1.0,0.002383986
0.0001000001065824141,1.0,0.002654674
0.0001000001153589663,1.0,0.002992863
0.0001000001329120706,1.0,0.003596472
0.0001000001680182793,1.0,0.004568757
0.0001000002382306966,1.0,0.005876282
0.0001000003786555312,1.0,0.007181579
0.0001000006595052004,1.0,0.00803552
0.0001000009877266833,1.0,0.00821261
0.0001000015461668802,1.0,0.008203441
0.0001000025437023297,1.0,0.008181897
0.0001000045387732285,1.0,0.008102406
0.0001000085289150261,1.0,0.007827036
0.0001000165091986214,1.0,0.006991887
0.0001000288343062537,1.0,0.005370389
0.0001000454424034178,1.0,0.003205308
0.0001000696127794518,1.0,0.0007946034
0.0001000894495551523,1.0,-0.0002802079
0.0001001101643030239,1.0,-0.0005757419
0.0001001325576100616,1.0,-0.000434209
0.0001001606382797631,1.0,-0.000130682
0.0001002047367750618,1.0,0.000138872
0.0001002636036914604,1.0,0.0002129198
0.0001003278420786007,1.0,0.0002356489
0.0001004434143134199,1.0,0.0003934348
0.0001006745587830583,1.0,0.0009132123
0.000101136847722335,1.0,0.002467965
0.000101625128972335,1.0,0.004831058
0.000102113410222335,1.0,0.0080099
0.000102601691472335,1.0,0.01200105
0.000103089972722335,1.0,0.01678734
0.000103578253972335,1.0,0.0223527
0.000104066535222335,1.0,0.02867939
0.000104554816472335,1.0,0.03575022
0.000105043097722335,1.0,0.04354693
0.000105531378972335,1.0,0.05205137
0.000106019660222335,1.0,0.06124478
0.000106507941472335,1.0,0.07110822
0.000106996222722335,1.0,0.08162247
0.000107484503972335,1.0,0.09276792
0.000107972785222335,1.0,0.1045249
0.000108461066472335,1.0,0.1168734
0.000108949347722335,1.0,0.1297932
0.000109437628972335,1.0,0.1432639
0.000109925910222335,1.0,0.1572651
0.000110414191472335,1.0,0.1717761
0.000110902472722335,1.0,0.1867761
0.000111879035222335,1.0,0.2181596
0.000112855597722335,1.0,0.2512479
0.0001138321602223351,1.0,0.2858728
0.0001152970039723351,1.0,0.3403233
0.0001167618477223351,1.0,0.3972877
0.0001177384102223351,1.0,0.4363849
0.0001187149727223351,1.0,0.4761888
0.0001192032539723351,1.0,0.4963058
0.0001196915352223351,1.0,0.5165397
0.0001201798164723351,1.0,0.5368711
0.0001206680977223351,1.0,0.5572807
0.0001211563789723351,1.0,0.5777496
0.0001216446602223351,1.0,0.5982589
0.000122132941472335,1.0,0.6187901
0.000122621222722335,1.0,0.6393251
0.000123109503972335,1.0,0.6598458
0.000123597785222335,1.0,0.6803348
0.000124086066472335,1.0,0.7007746
0.000124574347722335,1.0,0.7211482
0.000125062628972335,1.0,0.7414389
0.000125550910222335,1.0,0.7616305
0.000126039191472335,1.0,0.7817069
0.000126527472722335,1.0,0.8016524
0.000127015753972335,1.0,0.8214525
0.000127504035222335,1.0,0.8410919
0.0001284805977223351,1.0,0.8798292
0.0001289688789723351,1.0,0.8988996
0.0001294571602223351,1.0,0.9177531
0.0001299454414723351,1.0,0.936377
0.0001304337227223351,1.0,0.9547586
0.0001309220039723351,1.0,0.9728859
0.0001318985664723351,1.0,1.008331
0.0001328751289723351,1.0,1.042623
0.0001338516914723351,1.0,1.075681
0.0001353165352223351,1.0,1.122791
0.0001367813789723351,1.0,1.166732
0.0001377579414723351,1.0,1.194171
0.0001387345039723351,1.0,1.220069
0.0001392227852223351,1.0,1.232428
0.0001397110664723351,1.0,1.244386
0.0001401993477223351,1.0,1.255941
0.0001406876289723351,1.0,1.267089
0.0001411759102223351,1.0,1.277825
0.0001416641914723351,1.0,1.288149
0.0001426407539723351,1.0,1.307546
0.0001436173164723351,1.0,1.325266
0.0001445938789723351,1.0,1.341301
0.0001460587227223351,1.0,1.362192
0.0001475235664723351,1.0,1.379307
0.0001489884102223351,1.0,1.392691
0.0001504532539723351,1.0,1.402419
0.0001514298164723351,1.0,1.406919
0.0001524063789723351,1.0,1.409872
0.0001528946602223351,1.0,1.41078
0.0001533829414723351,1.0,1.411316
0.0001538712227223351,1.0,1.411485
0.0001543595039723351,1.0,1.411294
0.0001548477852223351,1.0,1.410747
0.0001553360664723351,1.0,1.409852
0.0001563126289723351,1.0,1.407041
0.0001572891914723351,1.0,1.402913
0.0001582657539723351,1.0,1.397526
0.0001597305977223351,1.0,1.387209
0.0001611954414723351,1.0,1.374397
0.0001626602852223351,1.0,1.359305
0.0001641251289723351,1.0,1.342157
0.0001655899727223351,1.0,1.323182
0.0001666362896866208,1.0,1.308428
0.0001676826066509065,1.0,1.293156
0.0001687289236151922,1.0,1.277368
0.0001697752405794779,1.0,1.261063
0.0001708215575437637,1.0,1.244241
0.0001718678745080494,1.0,1.226903
0.0001729141914723351,1.0,1.209047
0.0001738907539723351,1.0,1.192368
0.0001748673164723351,1.0,1.175555
0.0001753555977223351,1.0,1.167117
0.0001758438789723351,1.0,1.158668
0.0001763321602223351,1.0,1.150217
0.0001768204414723351,1.0,1.141769
0.0001773087227223351,1.0,1.133334
0.0001777970039723351,1.0,1.124917
0.0001782852852223351,1.0,1.116526
0.0001787735664723351,1.0,1.108168
0.0001792618477223351,1.0,1.099849
0.0001797501289723351,1.0,1.091576
0.0001802384102223351,1.0,1.083356
0.0001807266914723351,1.0,1.075194
0.0001812149727223351,1.0,1.067098
0.0001817032539723351,1.0,1.059073
0.0001821915352223351,1.0,1.051124
0.0001826798164723351,1.0,1.043258
0.0001831680977223351,1.0,1.035481
0.0001836563789723351,1.0,1.027797
0.0001841446602223351,1.0,1.020211
0.0001846329414723351,1.0,1.012729
0.0001856095039723351,1.0,0.9980953
0.0001865860664723351,1.0,0.9839324
0.0001875626289723351,1.0,0.9702743
0.0001890274727223351,1.0,0.9508008
