Time,V(vout2) Magnitude,V(vout2) Phase
100.0,0.00062366948322369,-0.322102600746625
100.23052380779,0.000627309482203489,-0.322845268569714
100.46157902784,0.000630966283453703,-0.323589649421622
100.69316688518,0.000634639964543015,-0.32433574725824
100.925288607668,0.00063833060338894,-0.325083566044627
101.15794542599,0.000642038278273247,-0.325833109755026
101.391138573668,0.000645763067836179,-0.326584382372897
101.62486928707,0.000649505051095728,-0.327337387890926
101.859138805412,0.000653264307395568,-0.32809213031106
102.093948370768,0.000657040916507261,-0.328848613644513
102.329299228075,0.000660834958506832,-0.329606841911802
102.565192625141,0.000664646513882759,-0.330366819142761
102.801629812647,0.000668475663478122,-0.331128549376561
103.038612044162,0.000672322488513738,-0.331892036661743
103.27614057614,0.000676187070576586,-0.332657285056228
103.514216667934,0.000680069491639095,-0.333424298627343
103.752841581801,0.000683969834064922,-0.334193081451844
103.992016582906,0.000687888180576168,-0.334963637615938
104.23174293933,0.000691824614274588,-0.335735971215306
104.47202192208,0.000695779218664728,-0.336510086355122
104.71285480509,0.000699752077626929,-0.337285987150078
104.954242865232,0.000703743275432747,-0.338063677724406
105.196187382322,0.000707752896727596,-0.338843162211901
105.438689639126,0.00071178102656353,-0.339624444755937
105.681750921366,0.000715827750393454,-0.340407529509501
105.925372517729,0.000719893154038338,-0.341192420635207
106.169555719872,0.000723977323729639,-0.341979122305322
106.414301822431,0.000728080346101588,-0.342767638701783
106.659612123026,0.000732202308187325,-0.343557974016231
106.905487922266,0.000736343297413115,-0.344350132450022
107.15193052376,0.000740503401615701,-0.345144118214256
107.398941234124,0.000744682709034585,-0.345939935529799
107.646521362983,0.000748881308310096,-0.346737588627308
107.894672222983,0.00075309928851232,-0.347537081747248
108.143395129794,0.00075733673910445,-0.348338419139919
108.39269140212,0.000761593749956284,-0.349141605065482
108.642562361706,0.000765870411386649,-0.349946643793971
108.893009333343,0.000770166814090117,-0.350753539605336
109.144033644875,0.000774483049200639,-0.351562296789443
109.395636627209,0.000778819208281901,-0.352372919646114
109.647819614318,0.000783175383298394,-0.353185412485143
109.900583943252,0.000787551666648195,-0.353999779626326
110.153930954141,0.000791948151172603,-0.354816025399472
110.407861990207,0.000796364930119502,-0.35563415414444
110.662378397766,0.000800802097158776,-0.356454170211157
110.91748152624,0.000805259746436313,-0.357276077959636
111.173172728159,0.000809737972481424,-0.358099881760014
111.429453359173,0.000814236870293633,-0.358925585992559
111.686324778056,0.000818756535298309,-0.359753195047705
111.943788346715,0.000823297063371736,-0.360582713326075
112.201845430196,0.000827858550810256,-0.3614141452385
112.460497396692,0.000832441094380404,-0.362247495206046
112.719745617551,0.000837044791289976,-0.363082767660036
112.979591467279,0.000841669739168745,-0.363919967042084
113.240036323555,0.000846316036143661,-0.364759097804097
113.501081567231,0.000850983780748217,-0.365600164408328
113.762728582343,0.000855673072005365,-0.366443171327377
114.024978756116,0.000860384009375443,-0.367288123044224
114.287833478977,0.000865116692792815,-0.368135024052256
114.551294144553,0.000869871222633083,-0.368983878855288
114.815362149688,0.000874647699759363,-0.369834691967587
115.080038894443,0.000879446225485645,-0.370687467913902
115.345325782109,0.000884266901588357,-0.371542211229479
115.611224219209,0.000889109830325646,-0.372398926460095
115.877735615512,0.000893975114433517,-0.373257618162078
116.144861384034,0.000898862857098833,-0.374118290902333
116.412602941049,0.000903773162013306,-0.374980949258366
116.680961706096,0.000908706133321423,-0.37584559781831
116.949939101987,0.000913661875659013,-0.376712241180953
117.219536554813,0.000918640494151316,-0.377580883955753
117.489755493952,0.000923642094409118,-0.378451530762875
117.76059735208,0.00092866678251718,-0.379324186233212
118.032063565172,0.000933714665053515,-0.380198855008405
118.304155572516,0.000938785849100956,-0.381075541740876
118.576874816716,0.000943880442235583,-0.381954251093849
118.850222743701,0.000948998552515143,-0.382834987741376
119.124200802737,0.000954140288490622,-0.383717756368366
119.398810446427,0.000959305759246732,-0.384602561670605
119.674053130724,0.000964495074355631,-0.385489408354781
119.949930314937,0.000969708343874982,-0.386378301138521
120.226443461741,0.000974945678409666,-0.387269244750401
120.503594037179,0.000980207189034635,-0.388162243929988
120.781383510677,0.000985492987368188,-0.389057303427846
121.059813355048,0.000990803185533403,-0.389954428005582
121.338885046497,0.000996137896158124,-0.390853622435864
121.618600064636,0.00100149723241739,-0.39175489150244
121.898959892486,0.00100688130798907,-0.392658240000176
122.179966016487,0.00101229023707122,-0.393563672735074
122.461619926504,0.00101772413441099,-0.394471194524304
122.74392311584,0.001023183115268,-0.395380810196223
123.026877081238,0.00102866729544133,-0.396292524590408
123.31048332289,0.00103417679126178,-0.397206342557684
123.59474334445,0.0010397117195996,-0.39812226896014
123.879658653036,0.00104527219785483,-0.399040308671169
124.16523075924,0.00105085834399202,-0.399960466575481
124.451461177138,0.001056470276492,-0.400882747569144
124.738351424294,0.00106210811440395,-0.4018071565596
125.025903021771,0.00106777197732032,-0.402733698465692
125.314117494141,0.00107346198537299,-0.403662378217703
125.602996369487,0.00107917825928142,-0.404593200757369
125.892541179416,0.00108492092028523,-0.405526171037909
126.182753459066,0.00109069009020004,-0.40646129402406
126.473634747114,0.00109648589141752,-0.407398574692096
126.765186585784,0.00110230844686678,-0.408338018029856
127.057410520853,0.00110815788006839,-0.409279629036777
127.350308101665,0.00111403431509386,-0.410223412723917
127.643880881134,0.00111993787660034,-0.411169374113983
127.938130415752,0.00112586868982098,-0.412117518241358
128.233058265601,0.00113182688056687,-0.413067850152127
128.528665994361,0.00113781257521736,-0.414020374904111
128.824955169313,0.00114382590075093,-0.414975097566892
129.121927361353,0.0011498669847201,-0.415932023221833
129.419584144998,0.00115593595528424,-0.416891156962116
129.717927098395,0.00116203294115936,-0.417852503892773
130.016957803328,0.00116815807170495,-0.418816069130691
130.316677845229,0.00117431147683718,-0.419781857804675
130.617088813183,0.00118049328709634,-0.420749875055443
130.91819229994,0.00118670363360061,-0.421720126035679
131.21998990192,0.00119294264810968,-0.422692615910043
131.522483219223,0.00119921046294371,-0.423667349855216
131.82567385564,0.00120550721108172,-0.42464433305991
132.129563418657,0.00121183302609214,-0.425623570724914
132.434153519466,0.00121818804216365,-0.426605068063113
132.739445772973,0.00122457239409941,-0.427588830299517
133.045441797808,0.00123098621733439,-0.428574862671294
133.352143216332,0.00123742964792574,-0.429563170427793
133.659551654643,0.00124390282255082,-0.430553758830577
133.967668742593,0.00125040587853422,-0.431546633153454
134.276496113786,0.0012569389538227,-0.4325417986825
134.586035405594,0.00126350218700633,-0.433539260716087
134.896288259165,0.00127009571729156,-0.434539024564927
135.207256319427,0.00127671968458216,-0.435541095552077
135.518941235103,0.0012833742293616,-0.436545479012993
135.831344658715,0.00129005949281258,-0.437552180295542
136.144468246594,0.00129677561673606,-0.438561204760041
136.458313658892,0.00130352274362644,-0.439572557779276
136.772882559584,0.0013103010165925,-0.440586244738547
137.088176616484,0.00131711057942102,-0.441602271035686
137.404197501251,0.00132395157657676,-0.442620642081087
137.720946889394,0.00133082415317935,-0.443641363297742
138.038426460288,0.00133772845501096,-0.444664440121267
